problem,solution,answer
"Each half of this figure is composed of 3 red triangles, 5 blue triangles and 8 white triangles. When the upper half is folded down over the centerline, 2 pairs of red triangles coincide, as do 3 pairs of blue triangles. There are 2 red-white pairs. How many white pairs coincide?
[asy] draw((0,0)--(4,4*sqrt(3))); draw((1,-sqrt(3))--(5,3*sqrt(3))); draw((2,-2*sqrt(3))--(6,2*sqrt(3))); draw((3,-3*sqrt(3))--(7,sqrt(3))); draw((4,-4*sqrt(3))--(8,0)); draw((8,0)--(4,4*sqrt(3))); draw((7,-sqrt(3))--(3,3*sqrt(3))); draw((6,-2*sqrt(3))--(2,2*sqrt(3))); draw((5,-3*sqrt(3))--(1,sqrt(3))); draw((4,-4*sqrt(3))--(0,0)); draw((3,3*sqrt(3))--(5,3*sqrt(3))); draw((2,2*sqrt(3))--(6,2*sqrt(3))); draw((1,sqrt(3))--(7,sqrt(3))); draw((-1,0)--(9,0)); draw((1,-sqrt(3))--(7,-sqrt(3))); draw((2,-2*sqrt(3))--(6,-2*sqrt(3))); draw((3,-3*sqrt(3))--(5,-3*sqrt(3))); [/asy]
$\textbf{(A)}\ 4 \qquad \textbf{(B)}\ 5 \qquad \textbf{(C)}\ 6 \qquad \textbf{(D)}\ 7 \qquad \textbf{(E)}\ 9$","Each half has $3$ red triangles, $5$ blue triangles, and $8$ white triangles. There are also $2$ pairs of red triangles, so $2$ red triangles on each side are used, leaving $1$ red triangle, $5$ blue triangles, and $8$ white triangles remaining on each half. Also, there are $3$ pairs of blue triangles, using $3$ blue triangles on each side, so there is $1$ red triangle, $2$ blue triangles, and $8$ white triangles remaining on each half. Also, we have $2$ red-white pairs. This obviously can't use $2$ red triangles on one side, since there is only $1$ on each side, so we must use $1$ red triangle and $1$ white triangle per side, leaving $2$ blue triangles and $7$ white triangles apiece. The remaining blue triangles cannot be matched with other blue triangles since that would mean there were more than $3$ blue pairs, so the remaining blue triangles must be paired with white triangles, yielding $4$ blue-white pairs, one for each of the remaining blue triangles. This uses $2$ blue triangles and $2$ white triangles on each side, leaving $5$ white triangles apiece, which must be paired with each other, so there are $5$ white-white pairs, $\boxed{5}$",5
"There are 24 four-digit whole numbers that use each of the four digits 2, 4, 5 and 7 exactly once. Only one of these four-digit numbers is a multiple of another one. Which of the following is it?
$\textbf{(A)}\ 5724 \qquad \textbf{(B)}\ 7245 \qquad \textbf{(C)}\ 7254 \qquad \textbf{(D)}\ 7425 \qquad \textbf{(E)}\ 7542$","We begin by narrowing down the possibilities. If the larger number were twice the smaller number, then the smallest possibility for the larger number is $2457\times2=4914$ , since $2457$ is the smallest number in the set. The largest possibility would have to be twice the largest number in the set such that when it is multiplied by $2$ , it is less than or equal to $7542$ , the largest number in the set. This happens to be $2754\times2=5508$ . Therefore, the number would have to be between $4914$ and $5508$ , and also even. The only even numbers in the set and in this range are $5472$ and $5274$ . A quick check reveals that neither of these numbers is twice a number in the set. The number can't be quadruple or more another number in the set since $2457\times4=9828$ , well past the range of the set. Therefore, the number must be triple another number in the set. The least possibility is $2457\times3=7371$ and the greatest is $2475\times3=7425$ , since any higher number in the set multiplied by $3$ would be out of the range of the set. Reviewing, we find that the upper bound does in fact work, so the multiple is $2475\times3=7425, \boxed{7425}$",7425
"There are 24 four-digit whole numbers that use each of the four digits 2, 4, 5 and 7 exactly once. Only one of these four-digit numbers is a multiple of another one. Which of the following is it?
$\textbf{(A)}\ 5724 \qquad \textbf{(B)}\ 7245 \qquad \textbf{(C)}\ 7254 \qquad \textbf{(D)}\ 7425 \qquad \textbf{(E)}\ 7542$","There are only 5 options for the problem so we can just try them. It is easy since that we only need try to use $2$ $3$ to divide them. Even $5$ will leads to a solution start with $1$ which we don't need.
$5724/2=2862$ $5724/3=1908$ $7245/3=2415$ $7254/2=3612$ $7254/3=2418$ $7425/3=2475$ . The answer is $\boxed{7425}$ . You can obtain the answer in only 6 calculations.",7425
"Aunt Anna is $42$ years old. Caitlin is $5$ years younger than Brianna, and Brianna is half as old as Aunt Anna. How old is Caitlin?
$\mathrm{(A)}\ 15\qquad\mathrm{(B)}\ 16\qquad\mathrm{(C)}\ 17\qquad\mathrm{(D)}\ 21\qquad\mathrm{(E)}\ 37$","If Brianna is half as old as Aunt Anna, then Brianna is $\frac{42}{2}$ years old, or $21$ years old.
If Caitlin is $5$ years younger than Brianna, she is $21-5$ years old, or $16$
So, the answer is $\boxed{16}$",16
"Aunt Anna is $42$ years old. Caitlin is $5$ years younger than Brianna, and Brianna is half as old as Aunt Anna. How old is Caitlin?
$\mathrm{(A)}\ 15\qquad\mathrm{(B)}\ 16\qquad\mathrm{(C)}\ 17\qquad\mathrm{(D)}\ 21\qquad\mathrm{(E)}\ 37$","Since Brianna is half of Aunt Anna's age this means that Brianna is $21$ years old.
Now we just find  Caitlin's age by doing $21-5$ . This makes $16$ or $\boxed{16}$",16
"Which of these numbers is less than its reciprocal?
$\text{(A)}\ -2 \qquad \text{(B)}\ -1 \qquad \text{(C)}\ 0 \qquad \text{(D)}\ 1 \qquad \text{(E)}\ 2$","The number $0$ has no reciprocal, and $1$ and $-1$ are their own reciprocals. This leaves only $2$ and $-2$ . The reciprocal of $2$ is $1/2$ , but $2$ is not less than $1/2$ . The reciprocal of $-2$ is $-1/2$ , and $-2$ is less than $-1/2$ , so it is $\boxed{2}$",2
"Which of these numbers is less than its reciprocal?
$\text{(A)}\ -2 \qquad \text{(B)}\ -1 \qquad \text{(C)}\ 0 \qquad \text{(D)}\ 1 \qquad \text{(E)}\ 2$","The statement ""a number is less than its reciprocal"" can be translated as $x < \frac{1}{x}$
Multiplication by $x$ can be done if you do it in three parts: $x>0$ $x=0$ , and $x<0$ .  You have to be careful about the direction of the inequality, as you do not know the sign of $x$
If $x>0$ , the sign of the inequality remains the same.  Thus, we have $x^2 < 1$ when $x > 0$ .  This leads to $0 < x < 1$
If $x=0$ , the inequality $x < \frac{1}{x}$ is undefined.
If $x<0$ , the sign of the inequality must be switched.  Thus, we have $x^2 > 1$ when $x < 0$ .  This leads to $x < -1$
Putting the solutions together, we have $x<-1$ or $0 < x < 1$ , or in interval notation, $(-\infty, -1) \cup(0, 1)$ .  The only answer in that range is $\boxed{2}$",2
"Which of these numbers is less than its reciprocal?
$\text{(A)}\ -2 \qquad \text{(B)}\ -1 \qquad \text{(C)}\ 0 \qquad \text{(D)}\ 1 \qquad \text{(E)}\ 2$","Starting again with $x < \frac{1}{x}$ , we avoid multiplication by $x$ .   Instead, move everything to the left, and find a common denominator:
$x < \frac{1}{x}$
$x - \frac{1}{x} < 0$
$\frac{x^2 - 1}{x} < 0$
$\frac{(x+1)(x-1)}{x} < 0$
Divide this expression at $x=-1$ $x=0$ , and $x=1$ , as those are the three points where the expression on the left will ""change sign"".
If $x<-1$ , all three of those terms will be negative, and the inequality is true.  Therefore, $(-\infty, -1)$ is part of our solution set.
If $-1 < x < 0$ , the $(x+1)$ term will become positive, but the other two terms remain negative.  Thus, there are no solutions in this region.
If $0 < x < 1$ , then both $(x+1)$ and $x$ are positive, while $(x-1)$ remains negative.  Thus, the entire region $(0, -1)$ is part of the solution set.
If $1 < x$ , then all three terms are positive, and there are no solutions.
At all three ""boundary points"", the function is either $0$ or undefined.  Therefore, the entire solution set is $(-\infty, -1) \cup (0, 1)$ , and the only option in that region is $x=-2$ , leading to $\boxed{2}$",2
"Which of these numbers is less than its reciprocal?
$\text{(A)}\ -2 \qquad \text{(B)}\ -1 \qquad \text{(C)}\ 0 \qquad \text{(D)}\ 1 \qquad \text{(E)}\ 2$",We can find out all of their reciprocals. Now we compare and see that the answer is $\boxed{2}$,2
"How many whole numbers lie in the interval between $\frac{5}{3}$ and $2\pi$
$\text{(A)}\ 2 \qquad \text{(B)}\ 3 \qquad \text{(C)}\ 4 \qquad \text{(D)}\ 5 \qquad \text{(E)}\ \text{infinitely many}$","The smallest whole number in the interval is $2$ because $5/3$ is more than $1$ but less than $2$ . The largest whole number in the interval is $6$ because $2\pi$ is more than $6$ but less than $7$ . There are five whole numbers in the interval. They are $2$ $3$ $4$ $5$ , and $6$ , so the answer is $\boxed{5}$",5
"Each principal of Lincoln High School serves exactly one $3$ -year term. What is the maximum number of principals this school could have during an $8$ -year period?
$\text{(A)}\ 2 \qquad \text{(B)}\ 3 \qquad \text{(C)}\ 4 \qquad \text{(D)}\ 5 \qquad \text{(E)}\ 8$","If the first year of the $8$ -year period was the final year of a principal's
term, then in the next six years two more principals would serve, and the last year of the
period would be the first year of the fourth principal's term. Therefore, the maximum
number of principals who can serve during an $8$ -year period is $4$ , so the answer is $\boxed{4}$ if the terms are divided $1\ |\ 2\ 3\ 4\ |\ 5\ 6\ 7\ |\ 8$",4
"Figure $ABCD$ is a square. Inside this square three smaller squares are drawn with the side lengths as labeled. The area of the shaded $L$ -shaped region is
[asy] pair A,B,C,D; A = (5,5); B = (5,0); C = (0,0); D = (0,5); fill((0,0)--(0,4)--(1,4)--(1,1)--(4,1)--(4,0)--cycle,gray); draw(A--B--C--D--cycle); draw((4,0)--(4,4)--(0,4)); draw((1,5)--(1,1)--(5,1));  label(""$A$"",A,NE); label(""$B$"",B,SE); label(""$C$"",C,SW); label(""$D$"",D,NW); label(""$1$"",(1,4.5),E); label(""$1$"",(0.5,5),N); label(""$3$"",(1,2.5),E); label(""$3$"",(2.5,1),N); label(""$1$"",(4,0.5),E); label(""$1$"",(4.5,1),N); [/asy]
$\text{(A)}\ 7 \qquad \text{(B)}\ 10 \qquad \text{(C)}\ 12.5 \qquad \text{(D)}\ 14 \qquad \text{(E)}\ 15$","The side of the large square is $1 + 3 + 1 = 5$ , so the area of the large square is $5^2 = 25$
The area of the middle square is $3^2$ , and the sum of the areas of the two smaller squares is $2 * 1^2 = 2$
Thus, the big square minus the three smaller squares is $25 - 9 - 2 = 14$ .  This is the area of the two congruent L-shaped regions.
So the area of one L-shaped region is $\frac{14}{2} = 7$ , and the answer is $\boxed{7}$",7
"Figure $ABCD$ is a square. Inside this square three smaller squares are drawn with the side lengths as labeled. The area of the shaded $L$ -shaped region is
[asy] pair A,B,C,D; A = (5,5); B = (5,0); C = (0,0); D = (0,5); fill((0,0)--(0,4)--(1,4)--(1,1)--(4,1)--(4,0)--cycle,gray); draw(A--B--C--D--cycle); draw((4,0)--(4,4)--(0,4)); draw((1,5)--(1,1)--(5,1));  label(""$A$"",A,NE); label(""$B$"",B,SE); label(""$C$"",C,SW); label(""$D$"",D,NW); label(""$1$"",(1,4.5),E); label(""$1$"",(0.5,5),N); label(""$3$"",(1,2.5),E); label(""$3$"",(2.5,1),N); label(""$1$"",(4,0.5),E); label(""$1$"",(4.5,1),N); [/asy]
$\text{(A)}\ 7 \qquad \text{(B)}\ 10 \qquad \text{(C)}\ 12.5 \qquad \text{(D)}\ 14 \qquad \text{(E)}\ 15$","The shaded area can be divided into two regions:  one rectangle that is 1 by 3, and one rectangle that is 4 by 1.  (Or the reverse, depending on which rectangle the 1 by 1 square is ""joined"" to.)  Either way, the total area of these two regions is $3 + 4 = 7$ , and the answer is $\boxed{7}$",7
"Figure $ABCD$ is a square. Inside this square three smaller squares are drawn with the side lengths as labeled. The area of the shaded $L$ -shaped region is
[asy] pair A,B,C,D; A = (5,5); B = (5,0); C = (0,0); D = (0,5); fill((0,0)--(0,4)--(1,4)--(1,1)--(4,1)--(4,0)--cycle,gray); draw(A--B--C--D--cycle); draw((4,0)--(4,4)--(0,4)); draw((1,5)--(1,1)--(5,1));  label(""$A$"",A,NE); label(""$B$"",B,SE); label(""$C$"",C,SW); label(""$D$"",D,NW); label(""$1$"",(1,4.5),E); label(""$1$"",(0.5,5),N); label(""$3$"",(1,2.5),E); label(""$3$"",(2.5,1),N); label(""$1$"",(4,0.5),E); label(""$1$"",(4.5,1),N); [/asy]
$\text{(A)}\ 7 \qquad \text{(B)}\ 10 \qquad \text{(C)}\ 12.5 \qquad \text{(D)}\ 14 \qquad \text{(E)}\ 15$","Chop the entire 5 by 5 region into $25$ squares like a piece of graph paper.  When you draw all the lines, you can count that only $7$ of the small 1 by 1 squares will be shaded, giving $\boxed{7}$ as the answer.",7
"Figure $ABCD$ is a square. Inside this square three smaller squares are drawn with the side lengths as labeled. The area of the shaded $L$ -shaped region is
[asy] pair A,B,C,D; A = (5,5); B = (5,0); C = (0,0); D = (0,5); fill((0,0)--(0,4)--(1,4)--(1,1)--(4,1)--(4,0)--cycle,gray); draw(A--B--C--D--cycle); draw((4,0)--(4,4)--(0,4)); draw((1,5)--(1,1)--(5,1));  label(""$A$"",A,NE); label(""$B$"",B,SE); label(""$C$"",C,SW); label(""$D$"",D,NW); label(""$1$"",(1,4.5),E); label(""$1$"",(0.5,5),N); label(""$3$"",(1,2.5),E); label(""$3$"",(2.5,1),N); label(""$1$"",(4,0.5),E); label(""$1$"",(4.5,1),N); [/asy]
$\text{(A)}\ 7 \qquad \text{(B)}\ 10 \qquad \text{(C)}\ 12.5 \qquad \text{(D)}\ 14 \qquad \text{(E)}\ 15$",In the bottpom left corner of the 5 by 5 square there is a 4 by 4 square which has an area of $4\cdot4=16$ . In the top right of that 4 by 4 square is a 3 by 3 square with an area of $3\cdot3=9$ . When we remove the 3 by 3 square from the 4 by 4 square we get the L-shaped figure so our answer is $16-9=\boxed{7}$,7
"What is the minimum possible product of three different numbers of the set $\{-8,-6,-4,0,3,5,7\}$
$\text{(A)}\ -336 \qquad \text{(B)}\ -280 \qquad \text{(C)}\ -210 \qquad \text{(D)}\ -192 \qquad \text{(E)}\ 0$","The only way to get a negative product using three numbers is to multiply one negative number and two positives or three negatives. Only two reasonable choices
exist: $(-8)\times(-6)\times(-4) = (-8)\times(24) = -192$ and $(-8)\times5\times7 = (-8)\times35 = -280$ .
The latter is smaller, so $\boxed{280}$",280
"problem_id
f530163b6184f697cd4b5054402e0ccf    Three dice with faces numbered $1$ through $6$...
f530163b6184f697cd4b5054402e0ccf    Three dice with faces numbered 1 through 6 are...
Name: Text, dtype: object","The numbers on one die total $1+2+3+4+5+6 = 21$ , so the numbers
on the three dice total $63$ . Numbers $1, 1, 2, 3, 4, 5, 6$ are visible, and these total $22$ .
This leaves $63 - 22 = \boxed{41}$ not seen.",41
"Three-digit powers of $2$ and $5$ are used in this ""cross-number"" puzzle. What is the only possible digit for the outlined square? \[\begin{array}{lcl} \textbf{ACROSS} & & \textbf{DOWN} \\ \textbf{2}.~ 2^m & & \textbf{1}.~ 5^n \end{array}\]
[asy] draw((0,-1)--(1,-1)--(1,2)--(0,2)--cycle); draw((0,1)--(3,1)--(3,0)--(0,0)); draw((3,0)--(2,0)--(2,1)--(3,1)--cycle,linewidth(2));  label(""$1$"",(0,2),SE); label(""$2$"",(0,1),SE); [/asy]
$\text{(A)}\ 0 \qquad \text{(B)}\ 2 \qquad \text{(C)}\ 4 \qquad \text{(D)}\ 6 \qquad \text{(E)}\ 8$","The $3$ -digit powers of $5$ are $125$ and $625$ , so space $2$ is filled with a $2$ .
The only $3$ -digit power of $2$ beginning with $2$ is $256$ , so the outlined block is filled with
a $\boxed{6}$",6
"Ara and Shea were once the same height. Since then Shea has grown 20% while Ara has grown half as many inches as Shea. Shea is now 60 inches tall. How tall, in inches, is Ara now?
$\text{(A)}\ 48 \qquad \text{(B)}\ 51 \qquad \text{(C)}\ 52 \qquad \text{(D)}\ 54 \qquad \text{(E)}\ 55$","Shea has grown $20\%$ , if x was her original height, then $1.2x = 60$ , so she was originally $\frac{60}{1.2}=50$ inches tall which is a $60 - 50 = 10$ inch increase.  Ara also started off at $50$ inches.  Since Ara grew half as much as Shea, Ara grew $\frac{10}{2} = 5$ inches.  Therefore, Ara is now $50+5=55$ inches tall which is choice $\boxed{55}.$",55
"The number $64$ has the property that it is divisible by its unit digit. How many whole numbers between 10 and 50 have this property?
$\textbf{(A)}\ 15 \qquad \textbf{(B)}\ 16 \qquad \textbf{(C)}\ 17 \qquad \textbf{(D)}\ 18 \qquad \textbf{(E)}\ 20$","Casework by the units digit $u$ will help organize the answer.
$u=0$ gives no solutions, since no real numbers are divisible by $0$
$u=1$ has $4$ solutions, since all numbers are divisible by $1$
$u=2$ has $4$ solutions, since every number ending in $2$ is even (ie divisible by $2$ ).
$u=3$ has $1$ solution: $33$ $\pm 10$ or $\pm 20$ will retain the units digit, but will stop the number from being divisible by $3$ $\pm 30$ is the smallest multiple of $10$ that will keep the number divisible by $3$ , but those numbers are $3$ and $63$ , which are out of the range of the problem.
$u=4$ has $2$ solutions: $24$ and $44$ .  Adding or subtracting $10$ will kill divisibility by $4$ , since $10$ is not divisible by $4$
$u=5$ has $4$ solutions:  every number ending in $5$ is divisible by $5$
$u=6$ has $1$ solution: $36$ $\pm 10$ or $\pm 20$ will kill divisibility by $3$ , and thus kill divisibility by $6$
$u=7$ has no solutions.  The first multiples of $7$ that end in $7$ are $7$ and $77$ , but both are outside of the range of this problem.
$u=8$ has $1$ solution: $48$ $\pm 10, \pm 20, \pm 30$ will all kill divisibility by $8$ since $10, 20,$ and $30$ are not divisible by $8$
$u=9$ has no solutions. $9$ and $99$ are the smallest multiples of $9$ that end in $9$
Totalling the solutions, we have $0 + 4 + 4 + 1 + 2 + 4 + 1 + 0 + 1 + 0 = 17$ solutions, giving the answer $\boxed{17}$ , which is 17.",17
"A block wall 100 feet long and 7 feet high will be constructed using blocks that are 1 foot high and either 2 feet long or 1 foot long (no blocks may be cut). The vertical joins in the blocks must be staggered as shown, and the wall must be even on the ends. What is the smallest number of blocks needed to build this wall?
[asy] draw((0,0)--(6,0)--(6,1)--(5,1)--(5,2)--(0,2)--cycle); draw((0,1)--(5,1)); draw((1,1)--(1,2)); draw((3,1)--(3,2)); draw((2,0)--(2,1)); draw((4,0)--(4,1));  [/asy]
$\text{(A)}\ 344\qquad\text{(B)}\ 347\qquad\text{(C)}\ 350\qquad\text{(D)}\ 353\qquad\text{(E)}\ 356$","Since the bricks are $1$ foot high, there will be $7$ rows.  To minimize the number of blocks used, rows $1, 3, 5,$ and $7$ will look like the bottom row of the picture, which takes $\frac{100}{2} = 50$ bricks to construct.  Rows $2, 4,$ and $6$ will look like the upper row pictured, which has $49$ 2-foot bricks in the middle, and $2$ 1-foot bricks on each end for a total of $51$ bricks.
Four rows of $50$ bricks and three rows of $51$ bricks totals $4\cdot 50 + 3\cdot 51 = 200 + 153 = 353$ bricks, giving the answer $\boxed{353}.$",353
